index,depth,file,result,hash,total_meas,measurements,img_width,img_height,n_two_qubit_gates,n_one_qubit_gates,amount_gates,file_size_bytes,n_barriers
7861,10,./data/images/7861.png,"[0.039, 0.045, 0.454, 0.462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",79c205a54529b7e4c7c2d722e5fa4e5b,3,"[0, 2, 3]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19547,3
7862,10,./data/images/7862.png,"[0.164, 0.08, 0.026, 0.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ec5375df1b2f8d63b848549bdf7f881b,3,"[0, 2, 4]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19575,3
7863,10,./data/images/7863.png,"[0.401, 0.103, 0.1, 0.396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1aa01f6e56809589f8dfe1d555a61b40,3,"[0, 3, 4]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19528,3
7864,11,./data/images/7864.png,"[0.003, 0.027, 0.042, 0.036, 0.005, 0.032, 0.435, 0.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5d7ec86d7d9e48473559f9bb39912ace,3,"[1, 2, 3]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19493,3
7865,11,./data/images/7865.png,"[0.006, 0.133, 0.06, 0.009, 0.088, 0.001, 0.018, 0.685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",bbf336eb9265e34628c4b1b49eb42e3e,3,"[1, 2, 4]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19507,3
7866,11,./data/images/7866.png,"[0.028, 0.03, 0.004, 0.006, 0.09, 0.098, 0.374, 0.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b903cd391bb32a937b83484ad96a81af,3,"[1, 3, 4]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19484,3
7867,10,./data/images/7867.png,"[0.047, 0.067, 0.081, 0.002, 0.037, 0.383, 0.01, 0.373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a0fdf58af4cf73def501461c38c4f553,3,"[2, 3, 4]",775,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",19369,3
7868,11,./data/images/7868.png,"[0.003, 0.004, 0.022, 0.047, 0.033, 0.053, 0.419, 0.419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3583be852066dc78bf3f178dcd69a1b8,4,"[0, 1, 2, 3]",823,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",20816,3
7869,11,./data/images/7869.png,"[0.003, 0.005, 0.066, 0.011, 0.08, 0.02, 0.154, 0.661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",9f72ff572cbea9d6455250d6fbbc0f0c,4,"[0, 1, 2, 4]",823,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",20848,3
7870,11,./data/images/7870.png,"[0.005, 0.023, 0.03, 0.008, 0.385, 0.086, 0.374, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",beb7d734185da5b4ad2eb80817ae80c6,4,"[0, 1, 3, 4]",823,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",20833,3
7871,10,./data/images/7871.png,"[0.01, 0.01, 0.041, 0.085, 0.031, 0.094, 0.347, 0.382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",097dd7b9f03e01b44d2bb71a8f70ea37,4,"[0, 2, 3, 4]",823,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",20770,3
7872,11,./data/images/7872.png,"[0.022, 0.067, 0.038, 0.337, 0.031, 0.001, 0.005, 0.008, 0.038, 0.006, 0.004, 0.371, 0.066, 0.006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",11203db289f57cf165263349f0aaa4a9,4,"[1, 2, 3, 4]",823,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",20707,3
7873,11,./data/images/7873.png,"[0.008, 0.08, 0.089, 0.003, 0.328, 0.033, 0.326, 0.042, 0.005, 0.005, 0.039, 0.008, 0.029, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",913f0a53b8e3a0dd4b99603752c3708c,5,"[0, 1, 2, 3, 4]",872,339,0,21,"{""z"": 10, ""x"": 4, ""ry"": 3, ""h"": 4}",22106,3
7936,5,./data/images/7936.png,"[0.516, 0.484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",ff9292942e17cce6b7f37c1784fc1020,1,[0],389,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",11413,0
7937,5,./data/images/7937.png,"[0.01, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7e5f67ca407814df95c5ffbaa1609f3c,1,[1],389,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",11352,0
7938,6,./data/images/7938.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",cb5f9101be5a7f160247ca1e591e46cc,1,[2],389,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",11236,0
7939,5,./data/images/7939.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",344d5be77ed8753218f91116b854a054,1,[3],389,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",11190,0
7940,6,./data/images/7940.png,"[0.174, 0.826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1ed6ace2b5aaff57668b56e6030d09fa,1,[4],389,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",11045,0
7941,5,./data/images/7941.png,"[0.004, 0.006, 0.505, 0.485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",936e31c46ab5c37c0f5b6467129b55a6,2,"[0, 1]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12769,0
7942,6,./data/images/7942.png,"[0.463, 0.537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5a4a5b05d3158e9dc5dad17df6d32db2,2,"[0, 2]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12726,0
7943,5,./data/images/7943.png,"[0.491, 0.509, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26239776235c370a82411e5dc1723ce0,2,"[0, 3]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12757,0
7944,6,./data/images/7944.png,"[0.083, 0.095, 0.386, 0.436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",788a91cb316251b906286b6b1b40739e,2,"[0, 4]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12733,0
7945,6,./data/images/7945.png,"[0.009, 0.991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",fa92a9c2fb3492b56b4ae31986ddb28a,2,"[1, 2]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12647,0
7946,5,./data/images/7946.png,"[0.011, 0.989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",e4ad847648662ec4ee20c1472e11ed95,2,"[1, 3]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12673,0
7947,6,./data/images/7947.png,"[0.005, 0.168, 0.827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",482c1be0403bc491e47fe69b2c0381ed,2,"[1, 4]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12656,0
7948,6,./data/images/7948.png,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",daa58b849805f9af95f67a96e34bfcfa,2,"[2, 3]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12545,0
7949,6,./data/images/7949.png,"[0.18, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a0f8dd3581cde0b1561f8eb8b721d6dd,2,"[2, 4]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12541,0
7950,6,./data/images/7950.png,"[0.807, 0.193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",619f41224d6d95e89ef9f9ec5a951d9a,2,"[3, 4]",437,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",12483,0
7951,6,./data/images/7951.png,"[0.001, 0.008, 0.491, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a9de647f01071de4799de381e34bc8bd,3,"[0, 1, 2]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14035,0
7952,5,./data/images/7952.png,"[0.003, 0.003, 0.504, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38f5a5d5881e32088efaba2b82ae2ec1,3,"[0, 1, 3]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14110,0
7953,6,./data/images/7953.png,"[0.001, 0.001, 0.007, 0.083, 0.087, 0.392, 0.008, 0.421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",416a4cdf5487cf0bc37b451398acdcd2,3,"[0, 1, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14046,0
7954,6,./data/images/7954.png,"[0.49, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8a52ce8e63e6d2671cf8fdfc0eb8282a,3,"[0, 2, 3]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14080,0
7955,6,./data/images/7955.png,"[0.094, 0.415, 0.107, 0.384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",fa8e13adc7545283f62befe96d7d9d21,3,"[0, 2, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14008,0
7956,6,./data/images/7956.png,"[0.113, 0.385, 0.085, 0.417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",388f950199da6f327c97580d77d3a9b2,3,"[0, 3, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",14045,0
7957,6,./data/images/7957.png,"[0.011, 0.989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",627b3ab1aa0ea005435d468e851cd669,3,"[1, 2, 3]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",13986,0
7958,6,./data/images/7958.png,"[0.001, 0.007, 0.817, 0.175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",644e81711a006ad77f94d9822afc0f08,3,"[1, 2, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",13931,0
7959,6,./data/images/7959.png,"[0.004, 0.166, 0.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",aa11d3247a2155bf24424ba1acc45075,3,"[1, 3, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",13950,0
7960,6,./data/images/7960.png,"[0.168, 0.832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23da7662233a2f8934a6241d6207b1a6,3,"[2, 3, 4]",485,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",13820,0
7961,6,./data/images/7961.png,"[0.009, 0.01, 0.494, 0.487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",12b1b991152f695bcbc1ee10de832058,4,"[0, 1, 2, 3]",534,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",15322,0
7962,6,./data/images/7962.png,"[0.001, 0.002, 0.004, 0.098, 0.086, 0.392, 0.003, 0.414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",06de20f101de6247143c4cdac0c3451a,4,"[0, 1, 2, 4]",534,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",15242,0
7963,6,./data/images/7963.png,"[0.004, 0.003, 0.092, 0.008, 0.084, 0.002, 0.384, 0.423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4c57a112bb069aeb188c5a130a7fc4f7,4,"[0, 1, 3, 4]",534,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",15306,0
7964,6,./data/images/7964.png,"[0.087, 0.08, 0.424, 0.409, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",a922f3370025834ddd8dadc01f270413,4,"[0, 2, 3, 4]",534,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",15284,0
7965,6,./data/images/7965.png,"[0.006, 0.001, 0.173, 0.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",248937f5e160cb8b2b1eba189cea156e,4,"[1, 2, 3, 4]",534,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",15190,0
7966,6,./data/images/7966.png,"[0.002, 0.005, 0.076, 0.004, 0.068, 0.409, 0.436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",481f12e6337d1161f8e8dfbba63717ef,5,"[0, 1, 2, 3, 4]",582,339,1,16,"{""x"": 2, ""ry"": 2, ""id"": 9, ""z"": 2, ""swap"": 1, ""h"": 1}",16386,0
7874,10,./data/images/7874.png,"[0.072, 0.928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",da34bb54268a3b8c5980d87663eeae97,1,[0],678,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",17302,0
7875,11,./data/images/7875.png,"[0.158, 0.842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",230a6ae7e3d0e70715a7c4c99cea5300,1,[1],678,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",17171,0
7876,10,./data/images/7876.png,"[0.038, 0.962, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",577c7f782532b1c83c1830a047e2d245,1,[2],630,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",17011,0
7877,10,./data/images/7877.png,"[0.499, 0.501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2fd6258a7b161f66fe769470e74346a4,1,[3],630,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",16918,0
7878,10,./data/images/7878.png,"[0.356, 0.644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10df68ca0ac9927fe5770e83b316a5b6,1,[4],630,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",16775,0
7879,11,./data/images/7879.png,"[0.138, 0.012, 0.042, 0.808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",95f954dac41bcab66a2ca22ad27f5f3b,2,"[0, 1]",727,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",18550,0
7880,10,./data/images/7880.png,"[0.037, 0.002, 0.066, 0.895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",b38b6203c97cacca1d82b00b234ce610,2,"[0, 2]",678,339,2,28,"{""h"": 9, ""ry"": 8, ""z"": 7, ""cz"": 1, ""x"": 4, ""swap"": 1}",18430,0
